'a'bao 阿宝
'hao'ling'kuan 号令宽
'hao'ling'san'jun 号令三军
'hao'ling'san'jun'er'gu 号令三军二鼓
'hao'ling'san'jun'san'gu 号令三军三鼓
'hao'ling'san'jun'yi'gu 号令三军一鼓
'hao'ma'zhan'tuo'zhuai'yin'li 号马战拖拽引力
'hao'nei 耗内
'hao'nei'li'lang'chao'fan'wei'nei 号内力浪潮范围内
'hao'po 昊破
'hao'qi 豪气
'hao'qi'chang'cun 浩气长存
'hao'qi'jian'kong 豪气剑空
'hao'qi'lai'le 好起来了
'hao'qi'meng'jun'qi 浩气盟军旗
'hao'qi'meng'xiu'li'gong'ju 浩气盟修理工具
'hao'qi'shang'hai'tong'ji 浩气伤害统计
'hao'sang'qiao'fan'chao'feng 号桑乔反嘲讽
'hao'sang'qiao'fei'tian'yin'shen 号桑乔飞天隐身
'hao'sang'qiao'tu'si'cheng'jian'dui'ying'ji'lu 号桑乔吐丝成茧对应记录
'hao'sang'qiao'zuo'dong'zuo 号桑乔做动作
'hao'shao'chuan'shi'xian 号烧船时限
'hao'shi'fa'sheng 好柿发生
'hao'shou'ru'shan 豪守如山
'hao'su'feng'lou'nan'yuan'pu'xi 号苏凤楼南渊扑袭
'hao'teng'yuan'you'ye'yuan'zhi'shui 号藤原佑野源之水
'hao'tian'e 好甜鹅
'hao'weng'you'zhi'xin'lao'bao'hu 号翁幼之心牢保护
'hao'xiao'guai'jian'ce'jian'su 号小怪检测减速
'hao'xiao'guai'jing'ji'men'wu'di 号小怪荆棘门无敌
'hao'xiao'guai'yao'shi'te'xiao 号小怪钥匙特效
'hao'xie'mian'shi'ci'shang'hai'duan'shi'jian'mian'yi 号斜面石刺伤害短时间免疫
'hao'xin'qing 好心情
'hao'xue'dou'shi'han'ren'jiao'sha'xuan'yun'mu'biao 号血斗士寒刃绞杀眩晕目标
'hao'xue'gu'chao'xin'dui'kang 号血蛊巢心对抗
'hao'ya'tou'tuo'jin'ji'zhong'zhi'cheng'jiu'biao'ji 号哑头陀紧急中止成就标记
'hao'yan'chi 号延迟
'hao'yao'shi'du'su 号钥匙毒素
'hao'yin 豪饮
'hao'yue'xin'fa 皓月心法
'hao'yun'lian'lian 好运连连
'hao'zhen 毫针
'hao'zhen'tou'shi 毫针头饰
'hao'zhou'zhi'chang'gong'zhen'xing'dong'biao'ji 号周贽长弓阵行动标记
'hao'zhou'zhi'heng'sao'ti'shi 号周贽横扫提示
'hao'zhou'zhi'mo'dao'zhen'xing'dong'biao'ji 号周贽陌刀阵行动标记
'he'bi'xi'tian'wan'li'yao 何必西天万里遥
'he'bing'juan'cai 合饼卷菜
'he'cha 喝茶
'he'feng 荷风
'he'feng'xi'yu 和风细雨
'he'gu'xue 合谷穴
'he'gui'gu'shan 鹤归孤山
'he'hai'teng'yun 鹤海腾云
'he'han'xing 河汉星
'he'jiu 喝酒
'he'jiu'shang'shen 喝酒伤身
'he'jiu'xian'shi 喝酒显示
'he'luo 何罗
'he'mai 合脉
'he'mei'san 鹤梅伞
'he'qiao'yang'jian 河桥养箭
'he'shang'qing'shui 荷上清水
'he'shen 合神
'he'shi'lang'xing 鹤势螂形
'he'shou'wu 何首乌
'he'shuo 河朔
'he'tang 喝汤
'he'tao'mu'zhu 核桃木珠
'he'xian 和弦
'he'xian'zhi'shang 和弦之殇
'he'xin'lie'hen 核心裂痕
'he'xin'nan'shan'you'you 合心南山幽幽
'he'xin're'liang 核心热量
'he'xin'sun'huai 核心损坏
'he'xin'wo'xin'you'you 合心我心悠悠
'he'xu 合虚
'he'yang'hu'xin'qi'jin'qiang 合阳护心气劲强
'he'yang'hu'xin'qi'jin'ruo 合阳护心气劲弱
'he'yang'hu'xin'xiao'guo'qiang 合阳护心效果强
'he'yang'hu'xin'xiao'guo'ruo 合阳护心效果弱
'he'yi 和宜
'he'ying'tian'qing'shui'yun'ji 鹤影天青水云寂
'he'yu'tang 喝鱼汤
'he'zhen 合真
'he'zheng'xu'wang'huan'hua'de'mu'biao 和正虚妄幻化的目标
'hei'ceng'ceng 黑蹭蹭
'hei'chao'zhan'wu 黑潮战舞
'hei'chi'zhe'mo 黑齿折磨
'hei'dong'tun'shi 黑洞吞噬
'hei'du 黑毒
'hei'e'nu'hou 黑恶怒吼
'hei'feng 黑风
'hei'hu'tao'xin 黑虎掏心
'hei'hu'tou'xin 黑虎偷心
'hei'ke'de'zu'zhou 黑客的诅咒
'hei'qi 黑气
'hei'se'ji'neng'shang'hai'ti'gao 黑色技能伤害提高
'hei'se'po'zhan 黑色破绽
'hei'sha 黑煞
'hei'sha'bi'ri 黑沙蔽日
'hei'sha'luo'tan'lang'biao'xian'yan'shi 黑煞落贪狼表现延时
'hei'sha'luo'tan'lang'xuan'yun 黑煞落贪狼眩晕
'hei'shan'duo 黑山剁
'hei'she 黑舌
'hei'tie 黑铁
'hei'wu 黑雾
'hei'xin'hu'chen'xu'tong'ji'ding 黑心虎趁虚痛击定
'hei'xin'sha'zhang 黑心煞掌
'hei'xue 黑血
'hei'xue'feng'dun 黑血风遁
'hei'yan'zhong'shui 黑岩重水
'hei'yi'zhi'li 黑翼之力
'hei'ying'ning'shi 黑影凝视
'hei'ying'shun'dao 黑影瞬刀
'hei'ying'zhou'gu 黑影咒锢
'hei'you 黑油
'hei'yu 黑羽
'hei'yun 黑晕
'hen'chan'mian 恨缠绵
'hen'guan'ji'gu 恨贯肌骨
'hen'ji'kong'duan'gu 恨击空断骨
'hen'wu'jian'di'yu 恨无间地狱
'hen'yi 恨意
'hen'yi'shi 恨意蚀
'heng'chong'zhi'zhuang 横冲直撞
'heng'dao'yue'ma 横刀跃马
'heng'duan 横断
'heng'duan'shan'he 横断山河
'heng'ge'ping'chao'yan'shi 横戈平潮延时
'heng'he'jie'sha 恒河劫沙
'heng'heng'jiang'jun 哼哼将军
'heng'huo 横祸
'heng'jue 横绝
'heng'jue'qi'jin 横绝气劲
'heng'lian 横练
'heng'mei'nu'mu 横眉怒目
'heng'qiang'lie 衡枪列
'heng'qing 横青
'heng'sao 横扫
'heng'sao'hou'jin 横扫后劲
'heng'sao'lu'he 横扫六合
'heng'sao'lu'he'wu'zheng 横扫六合无诤
'heng'yun'po'feng'zhen 横云破锋阵
'heng'yun'yi 横云意
'heng'zhen 恒真
'hong'bao'shi 红宝石
'hong'bao'shi'ming'zhong'qi'ta'hong'bao'shi'ge'shu'biao'ji 红宝石命中其它红宝石个数标记
'hong'chen'gu'meng 红尘故梦
'hong'chen'hao'ling 红尘号令
'hong'chen'luo'ying 红尘落英
'hong'chen'luo'ying'zhang 红尘落英掌
'hong'chen'qu'xin'mo 红尘曲心魔
'hong'chen'qu'yu'shang 红尘曲御伤
'hong'chen'qu'zang'yue 红尘曲葬月
'hong'chen'shi'guang 红尘时光
'hong'chen'xue'ying 红尘血影
'hong'die 红蝶
'hong'dou'gao 红豆糕
'hong'fa 弘法
'hong'fang 红方
'hong'fang'huo'tang'zhai'jun'xiang 红方火塘寨菌箱
'hong'fang'liu'huo'yi'biao'yin 红方流火驿镖银
'hong'fang'shi'li 红方势力
'hong'feng'du 红蜂毒
'hong'fu'lue'ying 红蝠掠影
'hong'fu'lue'ying'huan'luo 红蝠掠影缓落
'hong'gan 烘干
'hong'gui 鸿轨
'hong'hong'nv'wang'hao 红红女王号
'hong'huang 洪荒
'hong'ji 轰击
'hong'jian'yu'fei 鸿渐于飞
'hong'lei 轰雷
'hong'lian'yu 红莲浴
'hong'lie 鸿烈
'hong'liu 虹流
'hong'liu'fan'she 洪流反射
'hong'long 轰龙
'hong'lun'cang'bin 红纶苍鬓
'hong'luo'ding 红罗丁
'hong'men'yan 鸿门宴
'hong'meng 鸿蒙
'hong'meng'jian'zhen 鸿蒙剑阵
'hong'meng'tian'jin 鸿蒙天禁
'hong'ming 轰鸣
'hong'mo'gu 红蘑菇
'hong'mo'jian 红魔剑
'hong'quan 红圈
'hong'se'bao'zi 红色孢子
'hong'se'po'zhan 红色破绽
'hong'se'xu'huan 红色虚幻
'hong'shan'duo 红山剁
'hong'shao'kou'rou 红烧扣肉
'hong'shao'pai'gu 红烧排骨
'hong'shao'tai'gong'yu 红烧太公鱼
'hong'sheng 红绳
'hong'tai'lang 红太狼
'hong'tai'lang'de'ping'di'guo 红太狼的平底锅
'hong'tang'ma'shu 红糖麻薯
'hong'wu 红舞
'hong'xiang'zhao'xue 红香照雪
'hong'xiao'qian'feng 红绡倩风
'hong'xie'gu 红蝎蛊
'hong'xue'shi'yue 红血誓约
'hong'yan 红颜
'hong'yan 鸿雁
'hong'yan'qu 鸿雁曲
'hong'yi'jiao'chou'hen 红衣教仇恨
'hong'yi'jiao'fu'shi 红衣教服饰
'hong'yi'jiao'xin'yang 红衣教信仰
'hong'yi'jiao'yao'wu 红衣教药物
'hong'yi'lv'zhi 红衣律制
'hong'yu'sheng'ti 红玉圣体
'hong'yu'xiang'de'rong'yao 洪于翔的荣耀
'hong'yu'xiang'de'xie'zhu 洪于翔的协助
'hong'yue'yang 红月阳
'hong'yun'dang'tou 鸿运当头
'hong'zao'gou'qi'zhou 红枣枸杞粥
'hong'zha 轰炸
'hong'zhao'liu'ni 鸿爪留泥
'hong'zhu'du'ye 红蛛毒液
'hong'zhu'luo 红珠落
'hou'che'jie'shu 后撤结束
'hou'ding 后顶
'hou'fang'ju'dian 后方据点
'hou'qie 猴窃
'hou'shi 猴虱
'hou'tie'du'chen 厚铁毒尘
'hou'tu 厚土
'hou'tu'fu'shen 厚土附身
'hou'tu'fu'shen'han 厚土附身寒
'hou'tu'fu'shen'pi 厚土附身辟
'hou'tu'fu'shen'yu 厚土附身御
'hou'tu'fu'shen'zhi 厚土附身炙
'hou'tu'hei'yan 厚土黑炎
'hou'tu'zai'wu 厚土载物
'hou'tu'zai'wu'hua 厚土载物化
'hou'tu'zhi'ti 厚土之体
'hou'wang'de'wei'yan 猴王的威严
'hou'zhong 厚重
'hu'bao'bao 虎宝宝
'hu'bao'bao'xu'ruo'le 虎宝宝虚弱了
'hu'ben 护本
'hu'biao 护镖
'hu'bing'chong'ji 胡饼充饥
'hu'chi 护持
'hu'chi'fu 护持辅
'hu'chi'zeng 护持增
'hu'chu'yuan 虎出渊
'hu'chu'yuan'huan'shou 虎出渊环首
'hu'chu'yuan'tian'yi 虎出渊添翼
'hu'chu'yuan'tou'zhui 虎出渊头锥
'hu'die'xiang 蝴蝶香
'hu'dun 护盾
'hu'dun 虎遁
'hu'dun'dao'ji'shi 护盾倒计时
'hu'gu 虎骨
'hu'guang 湖光
'hu'hu'sheng'wei 虎虎生威
'hu'huan'hu'wei 呼唤护卫
'hu'huan'jin'qi 呼唤金奇
'hu'jia 护甲
'hu'jia 护驾
'hu'jia'qiang'hua 护甲强化
'hu'jiu'tong'zhuo 呼酒同酌
'hu'le'zhi'shi 护乐之师
'hu'lu'feng'qing'yu'pen 葫芦风清玉盆
'hu'lu'yu'luo'yu'pen 葫芦雨洛玉盆
'hu'lu'yun'li'yu'pen 葫芦云荔玉盆
'hu'lu'zhang 壶卢杖
'hu'ming'dan 护命丹
'hu'nu 虎怒
'hu'pi'feng'zhao 虎皮凤爪
'hu'po'ning'jie 琥珀凝结
'hu'shen 护身
'hu'shen'dun'jia 护身盾甲
'hu'shen'gang'qi 护身罡气
'hu'si'lu'yao'dai 护丝路腰带
'hu'song 护送
'hu'song'wu'zi 护送物资
'hu'tao'zong 胡桃粽
'hu'ti 护体
'hu'ti'er'ji 护体二级
'hu'ti'gang'qi 护体罡气
'hu'ti'san'ji 护体三级
'hu'ti'sheng'yao 护体圣药
'hu'ti'si'ji 护体四级
'hu'ti'yi'ji 护体一级
'hu'tu'dan 糊涂丹
'hu'wei 护卫
'hu'wei'sen'yan 护卫森严
'hu'xiao 虎啸
'hu'xin 护心
'hu'xin'bu'jin'dan 护心补筋丹
'hu'xin'dan 护心丹
'hu'xin'jian'gu'dan 护心健骨丹
'hu'xin'ju'hun'dan 护心聚魂丹
'hu'xin'qi'jin 护心气劲
'hu'xin'qiang'shen'dan 护心强身丹
'hu'yan 狐眼
'hu'yan 胡言
'hu'ying 狐影
'hu'you 护佑
'hu'you'feng'ling 护佑风灵
'hu'you'huo'ling 护佑火灵
'hu'you'lei'ling 护佑雷灵
'hu'you'shui'ling 护佑水灵
'hu'you'tu'ling 护佑土灵
'hu'zhen 护阵
'hu'zhen 虎震
'hu'zhong'qian'kun 壶中乾坤
'hu'zhu'xin'qie 护主心切
'hua'bing 化冰
'hua'bing 滑冰
'hua'cai'ruo'ying 华彩若英
'hua'chan'ji 滑铲叽
'hua'dao 滑倒
'hua'deng 花灯
'hua'deng'cha'kan'hou'bao'liu'shi'jian 花灯查看后保留时间
'hua'di'wei'lao 画地为牢
'hua'diao'zui'e 花雕醉鹅
'hua'die 化蝶
'hua'die'gu 化蝶蛊
'hua'du 花毒
'hua'du'fen 花毒粉
'hua'fen'de'kui'zeng 花粉的馈赠
'hua'fen'feng'bao 花粉风暴
'hua'fen'ning'hua 花粉凝华
'hua'fo 化佛
'hua'fo'chong'neng 化佛充能
'hua'gai 华盖
'hua'gan'ge 化干戈
'hua'gong'fang 化攻防
'hua'gu'dan 化蛊丹
'hua'gu'mian'zhang 化骨绵掌
'hua'gu'ren 化骨刃
'hua'gu'zhi'bi 化骨之笔
'hua'hai'jian'ce 花海监测
'hua'he'yan'shen'ce'gong'shou'deng'ji'chu'li 华鹤炎神策弓手等级处理
'hua'hen 花痕
'hua'hua'shi'jie 花花世界
'hua'hua'zong'jing'yan 花花总经验
'hua'ji 化击
'hua'jian'qi'du 花笺奇毒
'hua'jian'you'xing'xiu'deng'ji 花间游星宿等级
'hua'jian'you'xing'xiu'zhi'li 花间游星宿之力
'hua'jiao'feng'qing'yu'pen 花椒风清玉盆
'hua'jiao'yu'luo'yu'pen 花椒雨洛玉盆
'hua'jiao'yun'li'yu'pen 花椒云荔玉盆
'hua'li'de'shui'zhu'yu 华丽的水煮鱼
'hua'ling 化灵
'hua'liu'yue'zhan 花柳月斩
'hua'long'dian'jing 画龙点睛
'hua'lou'feng 画篓丰
'hua'lou'hong 画篓弘
'hua'lou'ying 画篓萤
'hua'luo'ji'jing'shao 花落寂景韶
'hua'luo'ji'qi'ming 花落寂萋明
'hua'luo'ji'se'ning 花落寂瑟宁
'hua'luo'ji'shuang'huai 花落寂霜徊
'hua'mi 花蜜
'hua'ming 画命
'hua'mo'qiu'xian 花魔秋闲
'hua'mo'yu'shuang 花魔玉霜
'hua'po 画破
'hua'qian 花前
'hua'qian'qi'yuan 花前祈愿
'hua'qian'xiao'zai'huo'yan'biao'xian 花钱消灾火焰表现
'hua'qing'qi'jin 化清气劲
'hua'san'qing 化三清
'hua'sha 花杀
'hua'sha'cui'jie 花杀摧界
'hua'sheng 化生
'hua'sheng'shi 化生势
'hua'sheng'su 花生酥
'hua'shi 画石
'hua'shu'zuo'yong 话术作用
'hua'tuo'tian'ling'qie'nu 华佗天灵切怒
'hua'wen'xing 花吻星
'hua'xian 化仙
'hua'xian'wei'yi 化险为夷
'hua'xiang'tuan 花香团
'hua'xiang'ying'rao 花香萦绕
'hua'xing 化形
'hua'xu 化虚
'hua'xue 化血
'hua'xue 化雪
'hua'xue 滑雪
'hua'xue'biao 化血镖
'hua'xue'wei'lao 画血为牢
'hua'ya'ya 花芽芽
'hua'yan 化焉
'hua'yan 华严
'hua'yin'mie 化阴灭
'hua'yin'sheng 化阴生
'hua'ying 花盈
'hua'ying'can'yue 画影残月
'hua'ying'fei'fu 画影飞赴
'hua'yu 化羽
'hua'yu'mao 化雨帽
'hua'yu'su'xin 花语酥心
'hua'yu'tang 化瘀汤
'hua'yu'tong'gui 化羽同归
'hua'yu'xiang'nang 化瘀香囊
'hua'yue'ling'feng'liu'zhen 花月凌风六阵
'hua'yue'ling'feng'si'zhen 花月凌风四阵
'hua'yue'ling'feng'wu'zhen 花月凌风五阵
'hua'yue'ling'feng'zhen 花月凌风阵
'hua'yun 划云
'hua'zhao'jie 花朝节
'hua'zhao'qian'mo 花照阡陌
'hua'zhi'bi'you 花之庇佑
'hua'zhi'zhao'zhan 花枝招展
'huai'bao'ying'er 怀抱婴儿
'huai'diao'de'lan'cao'zhang'yu'wan'zi 坏掉的兰草章鱼丸子
'huai'ze'gu 怀泽蛊
'huai'zuo'feng'liu 淮左风流
'huan'bu 缓步
'huan'die 幻蝶
'huan'du 缓毒
'huan'e 唤蛾
'huan'ge'jin'ju'li 幻歌近距离
'huan'ge'jing 幻歌静
'huan'gu 幻蛊
'huan'gu'mi'wu 幻蛊迷雾
'huan'guang'bu 幻光步
'huan'gui 缓归
'huan'hu 幻护
'huan'hua 幻化
'huan'hua'zhi'shi 幻化之势
'huan'huan'hui'fu 缓缓恢复
'huan'hun 还魂
'huan'huo 幻惑
'huan'ji 还击
'huan'jian 浣剑
'huan'jing 幻境
'huan'le 欢乐
'huan'le'deng'shi 欢乐灯市
'huan'le'sheng'yan 欢乐盛宴
'huan'le'zhi 欢乐值
'huan'ling 唤灵
'huan'luo 缓落
'huan'meng'die 幻梦蝶
'huan'mie 幻灭
'huan'mo'fu'ti 幻魔附体
'huan'mo'suo'ding 幻魔锁定
'huan'nian 幻念
'huan'nian'bai'rou'xue'chang 幻念白肉血肠
'huan'nian'bai'zhi'lu'jin 幻念白汁芦筋
'huan'nian'bi'hu 幻念庇护
'huan'nian'gong'wan'tang 幻念贡丸汤
'huan'nian'gu'rou'xiang'lian 幻念骨肉相连
'huan'nian'guan'tang'bao 幻念灌汤包
'huan'nian'hong'shao'kou'rou 幻念红烧扣肉
'huan'nian'hong'shao'pai'gu 幻念红烧排骨
'huan'nian'jian'bing'guo'zi 幻念煎饼果子
'huan'nian'lao'huo'gu'tang 幻念老火骨汤
'huan'nian'li'zi'shao'rou 幻念栗子烧肉
'huan'nian'mao'xue'wang 幻念毛血旺
'huan'nian'pi'dan'shou'rou'zhou 幻念皮蛋瘦肉粥
'huan'nian'san'xian'tang 幻念三鲜汤
'huan'nian'san'xian'zhou 幻念三鲜粥
'huan'nian'shang'pin'chang'hen'san 幻念上品长恨散
'huan'nian'shang'pin'da'li'wan 幻念上品大力丸
'huan'nian'shang'pin'huo'qi'san 幻念上品活气散
'huan'nian'shang'pin'jian'ti'wan 幻念上品健体丸
'huan'nian'shang'pin'jing'xin'wan 幻念上品静心丸
'huan'nian'shang'pin'ju'hun'dan 幻念上品聚魂丹
'huan'nian'shang'pin'kang'long'san 幻念上品亢龙散
'huan'nian'shang'pin'ning'shen'san 幻念上品凝神散
'huan'nian'shang'pin'po'hui'san 幻念上品破秽散
'huan'nian'shang'pin'qing'shen'dan 幻念上品轻身丹
'huan'nian'shang'pin'yi'qi'san 幻念上品益气散
'huan'nian'shang'pin'yu'li'san 幻念上品玉璃散
'huan'nian'shang'pin'zhan'feng'san 幻念上品展凤散
'huan'nian'shui'zhu'rou'pian 幻念水煮肉片
'huan'nian'suan'cai'yu 幻念酸菜鱼
'huan'nian'tai'hou'bing 幻念太后饼
'huan'nian'xian'gu'zhou 幻念咸骨粥
'huan'nian'xian'rou'bao'zi 幻念鲜肉包子
'huan'nian'yu'pian'sha'guo'zhou 幻念鱼片砂锅粥
'huan'nian'yu'tou'dou'fu'tang 幻念鱼头豆腐汤
'huan'nian'yu'xiang'rou'si 幻念鱼香肉丝
'huan'nian'za'jin'yu'qiu'zhou 幻念杂锦鱼球粥
'huan'nian'za'sui'mian 幻念杂碎面
'huan'nian'za'sui'tang 幻念杂碎汤
'huan'nian'zha'jiang'mian 幻念炸酱面
'huan'nian'zhi'xian'fu'zhu'lei'shi'pin 幻念之限辅助类食品
'huan'nian'zhi'xian'fu'zhu'lei'yao'pin 幻念之限辅助类药品
'huan'nian'zhi'xian'zeng'qiang'lei'shi'pin 幻念之限增强类食品
'huan'nian'zhi'xian'zeng'qiang'lei'yao'pin 幻念之限增强类药品
'huan'nian'zhong'pin'chang'hen'san 幻念中品长恨散
'huan'nian'zhong'pin'da'li'wan 幻念中品大力丸
'huan'nian'zhong'pin'huo'qi'san 幻念中品活气散
'huan'nian'zhong'pin'jian'ti'wan 幻念中品健体丸
'huan'nian'zhong'pin'jing'xin'wan 幻念中品静心丸
'huan'nian'zhong'pin'ju'hun'dan 幻念中品聚魂丹
'huan'nian'zhong'pin'kang'long'san 幻念中品亢龙散
'huan'nian'zhong'pin'ning'shen'san 幻念中品凝神散
'huan'nian'zhong'pin'po'hui'san 幻念中品破秽散
'huan'nian'zhong'pin'qing'shen'dan 幻念中品轻身丹
'huan'nian'zhong'pin'yi'qi'san 幻念中品益气散
'huan'nian'zhong'pin'yu'li'san 幻念中品玉璃散
'huan'nian'zhong'pin'zhan'feng'san 幻念中品展凤散
'huan'qi 缓气
'huan'qi'tiao'xi 缓气调息
'huan'qing'yan 欢庆宴
'huan'shen 幻身
'huan'shen 涣神
'huan'shen 缓深
'huan'shen'lu 幻神露
'huan'shi 幻势
'huan'shi'bi'shen 还施彼身
'huan'shou'dao 环首刀
'huan'su 缓速
'huan'wen'chi'she'du'ye 环纹赤蛇毒液
'huan'xiang 幻相
'huan'xiang 幻象
'huan'xin 幻心
'huan'xin 欢心
'huan'xin 焕新
'huan'xin'zhi'du 幻心之毒
'huan'xing 唤醒
'huan'xing 缓行
'huan'xing'jiu'su'yun'feng 缓行九素云峰
'huan'xing'tong 幻星筒
'huan'xu 缓徐
'huan'yang 还阳
'huan'ye'hua'deng 幻夜华灯
'huan'yin 幻音
'huan'ying 幻影
'huan'yu 幻御
'huan'yu 欢愉
'huan'yue 幻月
'huan'zhen'huan 幻真幻
'huan'zhen'zhen 幻真真
'huan'zhi'bi'shen 还治彼身
'huan'zhu'shen'bing 缓铸神兵
'huan'zhuang 换装
'huan'zhuang'hei'jia'xiong'jiang 换装黑甲凶将
'huan'zhuang'qiao'ni'gu 换装俏尼姑
'huan'zhuang'shu 换装术
'huang'du 蝗毒
'huang'du'san 煌毒散
'huang'fang'shi'li 黄方势力
'huang'feng'ci'jia 黄蜂刺甲
'huang'hu 恍惚
'huang'hun 黄昏
'huang'jia 皇家
'huang'jia'nan'ce'shi'liu'xue 黄迦南测试流血
'huang'jia'wei'yan 皇家威严
'huang'jin'qi'mai 黄金气脉
'huang'jing'dan 黄精丹
'huang'liang'meng 黄粱梦
'huang'liang'ruan'yi 黄粱软椅
'huang'luan 慌乱
'huang'mu 荒木
'huang'quan 皇权
'huang'quan 黄圈
'huang'quan'huan'ying'feng 黄泉幻影封
'huang'quan'huan'ying'luan 黄泉幻影乱
'huang'quan'hui'long'zhang'fa 黄泉回龙掌法
'huang'quan'lu'yin 黄泉路引
'huang'quan'zhuo'lang 黄泉浊浪
'huang'se'bao'zi 黄色孢子
'huang'se'ji'neng'shang'hai'ti'gao 黄色技能伤害提高
'huang'se'po'zhan 黄色破绽
'huang'se'xu'huan 黄色虚幻
'huang'shen'ma'bi'shi 恍神麻痹湿
'huang'shen'ma'bi'zao 恍神麻痹燥
'huang'tian'zhen'qi 皇天真气
'huang'tong'jian 黄铜剑
'huang'wu'feng'ge'chen'ye 凰舞凤歌沉夜
'huang'wu'feng'ge'xi'guang 凰舞凤歌曦光
'huang'ya 荒牙
'huang'yu 荒狱
'huang'zhu'cao'feng'qing'yu'pen 皇竹草风清玉盆
'huang'zhu'cao'yu'luo'yu'pen 皇竹草雨洛玉盆
'huang'zhu'cao'yun'li'yu'pen 皇竹草云荔玉盆
'hui'chang'dang'qi 回肠荡气
'hui'chun 回春
'hui'da'wen'ti 回答问题
'hui'du 虺毒
'hui'fang'shui'jiao 回房睡觉
'hui'feng 惠风
'hui'feng'wei'lan 回风微澜
'hui'fu 回复
'hui'fu 恢复
'hui'guang 迴光
'hui'guang'fan'zhao 回光返照
'hui'guo'rou'pian 回锅肉片
'hui'han 悔憾
'hui'hao'mo'yi 挥毫墨意
'hui'he'ji'shi 回合计时
'hui'hun 回魂
'hui'huo'hu'shen 慧火护身
'hui'ji 挥击
'hui'jin 灰烬
'hui'jin'di 挥金镝
'hui'jin'ru'tu 挥金如土
'hui'ju'jiu'zhai'gou 惠居九寨沟
'hui'lan 回蓝
'hui'lan'ji'shi 回蓝计时
'hui'li'mie 会力灭
'hui'li'sheng 会力生
'hui'li'ye 会力液
'hui'ling'he'qi 汇灵合契
'hui'long 回龙
'hui'long'biao'ji 回龙标记
'hui'long'sui'jia 回龙碎甲
'hui'long'zhang'fa 回龙掌法
'hui'meng 迴梦
'hui'meng'zhu'guang 迴梦逐光
'hui'mie'chui'ji 毁灭锤击
'hui'mie'mo'shi 毁灭模式
'hui'mie'nu'jian 毁灭弩箭
'hui'mie'quan'yin 毁灭拳印
'hui'ming'ri 晦明日
'hui'ming'ye 晦冥曳
'hui'ming'yue 晦明月
'hui'neng 回能
'hui'neng'ji'shu 回能计数
'hui'qi 回气
'hui'qi 挥旗
'hui'qi 秽气
'hui'qi'ju'ji 秽气聚集
'hui'sa'mo'hao 挥洒墨毫
'hui'san 挥散
'hui'shan'lan 汇山岚
'hui'shen 会神
'hui'shen 回神
'hui'shen 秽身
'hui'shen'he'ji 汇神合极
'hui'shou'xue'zhui 回收血锥
'hui'su'si'kong'zhong'ping 回溯司空仲平
'hui'su'wan'shou'wang 回溯万兽王
'hui'tai'lang 灰太狼
'hui'tan'jian'huan 回弹渐缓
'hui'tan'zhi'shi 回弹之势
'hui'tian 回天
'hui'wu 灰舞
'hui'wu'yin'ji 秽污印记
'hui'xin 会心
'hui'xin'fu'gu 虺心跗骨
'hui'xin'jian'ying 会心渐影
'hui'xin'lv'ce'shi 会心率测试
'hui'xin'shi'xian 慧心时现
'hui'xin'wu 会心悟
'hui'xin'yi'ji 会心一击
'hui'xin'zhuan'yi 回心转意
'hui'xuan'da'ji 回旋打击
'hui'xue 回血
'hui'xue'guang'huan 回血光环
'hui'xue'wen'ding 秽血稳定
'hui'yi 回忆
'hui'yuan 麾远
'hui'zhi 慧致
'hun'che 魂车
'hun'chen 昏沉
'hun'chuan 魂穿
'hun'dang 魂荡
'hun'duan 魂断
'hun'dun'huo 混沌火
'hun'dun'jin 混沌金
'hun'dun'mu 混沌木
'hun'dun'shui 混沌水
'hun'dun'tu 混沌土
'hun'hun'yu'shui 昏昏欲睡
'hun'jue 昏厥
'hun'li 魂离
'hun'ling 魂铃
'hun'luan 混乱
'hun'luan'zhong'shang 混乱重伤
'hun'luo'qing'zhu 魂落青竹
'hun'mi 昏迷
'hun'mi'bu'xing 昏迷不醒
'hun'po'san'jin 魂魄散尽
'hun'ran'wang'wo 浑然忘我
'hun'ri 魂日
'hun'ru'qi'zhong 混入其中
'hun'shen'e'chou 浑身恶臭
'hun'shen'shu'chang 浑身舒畅
'hun'ti 魂体
'hun'xin 魂心
'hun'ying'he'yi 魂影合一
'hun'yu 魂御
'hun'yuan 混元
'hun'yuan'nei'gong'shang'hai'mei'ceng 混元内功伤害每层
'hun'yuan'zhen'qi 混元真气
'hun'yuan'zhi'yu 混元之御
'hun'yue 魂月
'hun'zhen'biao'ji 魂阵标记
'huo'ba 火把
'huo'bu'dan'xing'cheng'jiu 祸不单行成就
'huo'chui 火锤
'huo'dan'zhuo'shao 火弹灼烧
'huo'de'fen'nu 火的愤怒
'huo'de'man'yan 火的蔓延
'huo'di'jin 火地晋
'huo'dong'tiao'zheng 活动调整
'huo'dong'xian'zhi 活动限制
'huo'dong'zong'kong'ji'shi 活动总控计时
'huo'dou'yi'yan 祸斗异焰
'huo'du 火毒
'huo'dun'feng'xian'shan 火遁凤仙闪
'huo'feng'liao'yuan 火凤燎原
'huo'feng'zhuo 火风灼
'huo'fu'di'kang 火符抵抗
'huo'he 火河
'huo'hun 火魂
'huo'ji 活祭
'huo'ji 火祭
'huo'lao'hua'yu 火牢花雨
'huo'lei 火雷
