'a'ba 阿爸
'tao'fen'se'hua'mi 桃粉色花蜜
'tao'jin'chao 淘金潮
'tao'pao 逃跑
'tao'pu'guo 萄葡果
'tao'qi 淘气
'tao'qi'bo'he 淘气薄荷
'tao'qi'zhi'zheng 淘气之证
'tao'tao'chong'lang 滔滔冲浪
'tao'tao'guo 桃桃果
'tao'tuo'an'jian 逃脱按键
'te'fang 特防
'te'fang'qiang'hua 特防强化
'te'fang'zeng'qiang'ji 特防增强剂
'te'gong 特攻
'te'gong'qiang'hua 特攻强化
'te'gong'zeng'qiang'ji 特攻增强剂
'te'lu'wa 特鲁娃
'te'shu'jiang'zhang 特殊奖章
'te'shu'zhao'shi 特殊招式
'te'xing'gao'yao 特性膏药
'te'xing'hu'huan 特性互换
'te'xing'hu'ju 特性护具
'te'xing'jiao'nang 特性胶囊
'te'xuan'ping'guo 特选苹果
'teng'bian 藤鞭
'teng'cu'xiao'jiang 腾蹴小将
'teng'teng'she 藤藤蛇
'teng'zi 藤子
'ti'bu'li'mu 提布莉姆
'ti'dao 踢倒
'ti'huan 替换
'ti'huan'bao'ke'meng 替换宝可梦
'ti'huan'chi'you'wu 替换持有物
'ti'li'nian'gao 体力粘糕
'ti'li'zhi'yu 体力之羽
'ti'shen 替身
'ti'yan'ban 体验版
'tian'cheng'ou 天秤偶
'tian'en 天恩
'tian'jie'zhi'di 天界之笛
'tian'kong'shi'ban 天空石板
'tian'kong'xing'tai 天空形态
'tian'lan'yu'shi 天蓝玉石
'tian'leng'mei'hou 甜冷美后
'tian'mi'qiu 甜蜜球
'tian'mu 甜幕
'tian'ran'niao 天然鸟
'tian'ran'que 天然雀
'tian'shi'zhi'wen 天使之吻
'tian'song'lu 甜松露
'tian'tian'mi 甜甜蜜
'tian'tian'ping'guo 甜甜苹果
'tian'tian'xiang'qi 甜甜香气
'tian'tian'ying 甜甜萤
'tian'tian'ying'de'zhi'ye 甜甜萤的汁液
'tian'wu'ni 甜舞妮
'tian'xian 恬娴
'tian'xie 天蝎
'tian'xie'de'ya 天蝎的牙
'tian'xie'wang 天蝎王
'tian'zhao'chong 天罩虫
'tian'zhen 天真
'tian'zhen'bo'he 天真薄荷
'tian'zhu'zhu 甜竹竹
'tian'zhu'zhu'de'han 甜竹竹的汗
'tiao'tiao'zhu 跳跳猪
'tiao'tiao'zhu'de'zhen'zhu 跳跳猪的珍珠
'tiao'wen'shui'hu 条纹水壶
'tiao'wen'yi'zi 条纹椅子
'tiao'wen'zhuo'jin 条纹桌巾
'tiao'xin 挑衅
'tie'ao'long'xia 铁螯龙虾
'tie'ban'ye 铁斑叶
'tie'bao'fu 铁包袱
'tie'bi 铁壁
'tie'bi'bang 铁臂膀
'tie'bi'mu'er 铁壁木耳
'tie'bi'qiang'xia 铁臂枪虾
'tie'bi'qiang'xia'de'qian'zi 铁臂枪虾的钳子
'tie'bo'geng 铁脖颈
'tie'ci 铁刺
'tie'du'e 铁毒蛾
'tie'gu'tu'ren 铁骨土人
'tie'gun'lun 铁滚轮
'tie'huo'hui'ye 铁火辉夜
'tie'jia'yong 铁甲蛹
'tie'jing'ji 铁荆棘
'tie'ke'yong 铁壳蛹
'tie'mian'ren'zhe 铁面忍者
'tie'pan'yan 铁磐岩
'tie'pao'yu 铁炮鱼
'tie'quan 铁拳
'tie'san'liu'hong'dian 铁三榴红店
'tie'san'pu'lan'dian 铁三浦蓝店
'tie'ti'guang'xian 铁蹄光线
'tie'tou 铁头
'tie'tou'ke 铁头壳
'tie'wei 铁尾
'tie'wu'zhe 铁武者
'tie'ya'ling 铁哑铃
'tie'ya'ling'de'zhua'zi 铁哑铃的爪子
'tie'yi 铁蚁
'tie'zhang'li'shi 铁掌力士
'tie'zhe'ji 铁辙迹
'tie'zhi'dai 贴纸袋
'tie'zhi'he 贴纸盒
'ting'ting 汀婷
'ting'yuan'hua'wen 庭园花纹
'ting'zhu 挺住
'tong'bu 同步
'tong'bu'gan'rao 同步干扰
'tong'bu'qi 同步器
'tong'guo'zhao'shi'xue'xi'qi'xue'hui'de'zhao'shi 通过招式学习器学会的招式
'tong'hua 桐华
'tong'jing'guai 铜镜怪
'tong'jing'guai'de'sui'pian 铜镜怪的碎片
'tong'ming 同命
'tong'ou'xiong 童偶熊
'tong'tai'gong'yan 同台共演
'tong'tai'shui'bei 铜钛水杯
'tong'tai'shui'hu 铜钛水壶
'tong'tong'guo 通通果
'tong'xiang 铜象
'tong'xiang'de'xiu 铜象的锈
'tong'xin'fen 通心粉
'tong'xun 彤薰
'tong'zi 桐子
'tou'chui 头锤
'tou'gai'hua'shi 头盖化石
'tou'gai'long 头盖龙
'tou'gai'long'de'ci 头盖龙的刺
'tou'jin'hun'hun 头巾混混
'tou'jin'hun'hun'jin'hua'shi 头巾混混进化石
'tou'lan 偷懒
'tou'ling'ping'zheng 头领凭证
'tou'ming'ling'dang 透明铃铛
'tou'mu 头目
'tou'mu'zhi'zheng 头目之证
'tou'pian'de'qiu 投偏的球
'tou'qiu 投球
'tou'shuai'gui 投摔鬼
'tou'tou'gong'fang 头头工坊
'tou'yu'xiao 投羽枭
'tou'zhi 投掷
'tou'zhi'hou 投掷猴
'tou'zhi'hou'de'mao 投掷猴的毛
'tou'zhi'jing'ling'qiu 投掷精灵球
'tu'biao'ke 涂标客
'tu'bo 图波
'tu'bu'xing'tai 徒步形态
'tu'di'yun 土地云
'tu'dou'sha'la 土豆沙拉
'tu'fei'meng'pu 突飞猛扑
'tu'ji'bei'xin 突击背心
'tu'ju'ren'shi 土居忍士
'tu'lang'quan 土狼犬
'tu'lang'quan'de'ya 土狼犬的牙
'tu'long'di'di 土龙弟弟
'tu'long'di'di'de'lin'pian 土龙弟弟的鳞片
'tu'long'jie'jie 土龙节节
'tu'sha 吐沙
'tu'si 吐丝
'tu'si'mian'bao 吐司面包
'tu'tai'gui 土台龟
'tu'tu'quan 图图犬
'tu'tu'quan'de'mo'zhi 图图犬的墨汁
'tu'tu'tou'kui 凸凸头盔
'tu'wang 土王
'tu'xi 突袭
'tu'ying'na 秃鹰娜
'tu'ying'ya'tou 秃鹰丫头
'tu'ying'ya'tou'de'yu'mao 秃鹰丫头的羽毛
'tuan'zhu'zhu 团珠蛛
'tuan'zhu'zhu'de'si 团珠蛛的丝
'tui'chu 退出
'tui'jian'han 推荐函
'tui'jian'you'jian 推荐邮件
'tui'pi 蜕皮
'tun'shi'shou 吞食兽
'tun'xia 吞下
'tuo'er 拓尔
'tuo'ge'de'ma'er 托戈德玛尔
'tuo'hai 拓海
'tuo'lang 拓郎
'tuo'luo'qiu 陀螺球
'tuo'qiao'ren'zhe 脱壳忍者
'tuo'tuo'yin 拖拖蚓
'tuo'tuo'yin'de'xiu 拖拖蚓的锈
'wa'di 娃蒂
'wa'dong 挖洞
'wa'dong'zuan 挖洞钻
'wa'lai'li 瓦莱黎
'wa'si'dan 瓦斯弹
'wa'si'dan'de'qi'ti 瓦斯弹的气体
'wa'si'dan'de'tang'guo 瓦斯弹的糖果
'wan'li 腕力
'wan'li'de'tang'guo 腕力的糖果
'wan'ling'yao 万灵药
'wan'neng'fen 万能粉
'wan'neng'san 万能伞
'wan'ni'ba 玩泥巴
'wan'pi 顽皮
'wan'pi'bo'he 顽皮薄荷
'wan'pi'lei'dan 顽皮雷弹
'wan'pi'xiong'mao 顽皮熊猫
'wan'qu'de'tang'chi 弯曲的汤匙
'wan'quan'ti'xing'tai 完全体形态
'wan'quan'xing'tai 完全形态
'wan'sheng'ye 万圣夜
'wan'shui 玩水
'wan'you'yin'li 万有引力
'wan'zhen'yu 万针鱼
'wan'zheng'mo'shi 完整模式
'wan'zi'zhen'zhu 丸子珍珠
'wang'de'yang'zi 王的样子
'wang'fan 旺凡
'wang'guan'che'piao 王冠车票
'wang'pai 王牌
'wang'wang'gu 旺旺谷
'wang'wang'ka'fei'guan 汪汪咖啡馆
'wang'zhe'dun'pai 王者盾牌
'wang'zhe'zhi'zheng 王者之证
'wei'da'zhi'li 伟大之力
'wei'gong 围攻
'wei'he 威吓
'wei'jia 尾甲
'wei'kou 薇蔻
'wei'lai'gong'ji 未来攻击
'wei'li 威力
'wei'li 尾立
'wei'li'de'mao 尾立的毛
'wei'ren 唯人
'wei'tai'lang 卫太郎
'wei'tang'cao 伪螳草
'wei'tang'cao'de'ye'pian 伪螳草的叶片
'wei'tuo'ren 委托人
'wei'wo'kong'jian 唯我空间
'wei'xian'hui'bi 危险回避
'wei'xian'yu'zhi 危险预知
'wei'xiao'zhi'zheng 微笑之证
'wei'ye 胃液
'wei'zhi'tu'teng 未知图腾
'wei'zhi'tu'teng'bi'ji 未知图腾笔记
'wei'zhi'zhi'zheng 未知之证
'wei'zhu 维助
'wen'he 温和
'wen'he'bo'he 温和薄荷
'wen'jing 温井
'wen'li 纹理
'wen'quan'po'po 温泉婆婆
'wen'shun 温顺
'wen'shun'bo'he 温顺薄荷
'wen'xiang'jun 蚊香君
'wen'xiang'ke'dou 蚊香蝌蚪
'wen'xiang'ke'dou'de'nian'ye 蚊香蝌蚪的黏液
'wen'xiang'ke'dou'de'tang'guo 蚊香蝌蚪的糖果
'wen'xiang'wa'huang 蚊香蛙皇
'wen'xiang'yong'shi 蚊香泳士
'wen'you'guo 文柚果
'weng'fu 嗡蝠
'weng'fu'de'mao 嗡蝠的毛
'wo'lun'huo'yan 涡轮火焰
'wo'xing'wo'su 我行我素
'wu'bo 乌波
'wu'bo'de'nian'ye 乌波的黏液
'wu'bu'xing'tai 舞步形态
'wu'cong 悟聪
'wu'dao'xiong'shi 武道熊师
'wu'fa'tao'zou 无法逃走
'wu'fang'shou 无防守
'wu'gong'wang 蜈蚣王
'wu'gong'wang'jin'hua'shi 蜈蚣王进化石
'wu'guan'tian'qi 无关天气
'wu'hua'guo 勿花果
'wu'ji'guang'shu 无极光束
'wu'ji'ju'hua 无极巨化
'wu'ji'tai'na 无极汰那
'wu'ke'hai'tu 无壳海兔
'wu'ke'hai'tu'de'nian'ye 无壳海兔的黏液
'wu'lang 悟朗
'wu'li'qu'nao 无理取闹
'wu'li'zhao'shi 物理招式
'wu'lian'guo 雾莲果
'wu'lv'zhi'zheng 无虑之证
'wu'ni'bo 污泥波
'wu'ni'gong'ji 污泥攻击
'wu'ni'jiang 污泥浆
'wu'ni'zha'dan 污泥炸弹
'wu'pin'xiang 物品箱
'wu'te'xing 无特性
'wu'tian'e 舞天鹅
'wu'wei 梧卫
'wu'wei'xiao'zi 无畏小子
'wu'wei'xiao'zi'de'han 无畏小子的汗
'wu'xian'chuan'piao 无限船票
'wu'xian'zhi'di 无限之笛
'wu'xing'quan 无形拳
'wu'ya'tou'tou 乌鸦头头
'wu'ye'zhi'zheng 午夜之证
'wu'yu 乌羽
'wu'zei'wang 乌贼王
'wu'zei'wang'jin'hua'shi 乌贼王进化石
'wu'zhe 舞者
'xi'ai'you'jian 喜爱邮件
'xi'bai 皙白
'xi'can'chu'shi 西餐厨师
'xi'cui'de'yang'zi 洗翠的样子
'xi'cui'di'qu 洗翠地区
'xi'cui'jiang'zhang 洗翠奖章
'xi'dian 希典
'xi'dian 玺甸
'xi'duo'lan'en 席多蓝恩
'xi'er'fo'jian'shi'jing 西尔佛检视镜
'xi'fa 戏法
'xi'fa'fang'shou 戏法防守
'xi'fa'kong'jian 戏法空间
'xi'gu 细骨
'xi'hai 西海
'xi'ji 熙集
'xi'la 希拉
'xi'li'guo 西梨果
'xi'meng 席蒙
'xi'meng'ni 席梦妮
'xi'nao 嬉闹
'xi'nuo'wa 西诺瓦
'xi'pan 吸盘
'xi'qu 吸取
'xi'qu 希曲
'xi'qu'li'liang 吸取力量
'xi'qu'quan 吸取拳
'xi'qu'zhi'wen 吸取之吻
'xi'ri'shi'guang 昔日时光
'xi'shi 希实
'xi'shi'hai'ren 西狮海壬
'xi'xue 细雪
'xi'yang'hua'san'ming'zhi'qian 夕阳花三明治签
'xi'yi'wang 蜥蜴王
'xi'yi'wang'jin'hua'shi 蜥蜴王进化石
'xi'yin 汐音
'xia'bi 夏比
'xia'chui'zi'shi 下垂姿势
'xia'er 夏尔
'xia'li 霞莉
'xia'pan'ti 下盘踢
'xia'ri'da'dao 夏日大道
'xia'shi'niao 下石鸟
'xia'shi'niao'de'yu'mao 下石鸟的羽毛
'xia'shui'dao 下水道
'xia'tian'de'yang'zi 夏天的样子
'xia'xue 下雪
'xia'ya'ti 下压踢
'xia'yu 下雨
'xia'zai 下载
'xian'hua'fang'shou 鲜花防守
'xian'ji'qiu 先机球
'xian'jing 线阱
'xian'jing'jia'qiao 陷阱甲壳
'xian'nai'you 鲜奶油
'xian'ta'ta'mi 掀榻榻米
'xian'xian'nai'you 鲜鲜奶油
'xian'xing'de'yang'zi 现形的样子
'xian'xing'jing 现形镜
'xian'xing'zhi'liao 先行治疗
'xian'yan'zhi'qu 鲜艳之躯
'xian'zhi'zhi'zhao 先制之爪
'xian'zi'yi'bu 仙子伊布
'xiang'bao'zi 香保子
'xiang'cao'xiang'chang 香草香肠
'xiang'ce 相册
'xiang'dai 香袋
'xiang'fen 湘芬
'xiang'jiao'pian 香蕉片
'xiang'liao 香料
'xiang'liao'zu'he 香料组合
'xiang'luo'guo 香罗果
'xiang'qi 香琪
'xiang'ri'hua'guai 向日花怪
'xiang'ri'zhong'zi 向日种子
'xiang'ri'zhong'zi'de'ye'pian 向日种子的叶片
'xiang'shi'guo 橡实果
'xiang'shi'guo'de'zhi'tiao 橡实果的枝条
'xiang'song 湘颂
'xiang'wei'miao 向尾喵
'xiang'wei'miao'de'wei'ba 向尾喵的尾巴
'xiang'ya'zhu 象牙猪
'xiang'yi 翔一
'xiang'yu 襄昱
'xiang'yu'peng'peng 相遇碰碰
'xiang'zheng'niao 象征鸟
'xiang'zi 翔子
'xiao'bi 小碧
'xiao'bu'dian'zhi'zheng 小不点之证
'xiao'ci'guai 小磁怪
'xiao'ci'guai'de'luo'si 小磁怪的螺丝
'xiao'ci'guai'de'tang'guo 小磁怪的糖果
'xiao'dou 晓都
'xiao'du'er 小笃儿
'xiao'du'er'de'yu'mao 小笃儿的羽毛
'xiao'duan'jiang 小锻匠
'xiao'duan'jiang'de'mao 小锻匠的毛
'xiao'fan'qie'kuai 小番茄块
'xiao'fang 小纺
'xiao'fu'dan 小福蛋
'xiao'fu'dan'de'diao'luo'wu 小福蛋的掉落物
'xiao'gu 蛸固
'xiao'guo'ran 小果然
'xiao'hai'shi 小海狮
'xiao'hai'shi'de'mao 小海狮的毛
'xiao'hai'shi'de'tang'guo 小海狮的糖果
'xiao'huang'gua'pian 小黄瓜片
'xiao'hui'guai 小灰怪
'xiao'huo'long 小火龙
'xiao'huo'long'de'tang'guo 小火龙的糖果
'xiao'huo'ma 小火马
'xiao'huo'ma'de'tang'guo 小火马的糖果
'xiao'huo'yan'hou 小火焰猴
'xiao'ji 小集
'xiao'jian'que 小箭雀
'xiao'jian'que'de'yu'mao 小箭雀的羽毛
'xiao'ju'e 小锯鳄
'xiao'ka'bi'shou 小卡比兽
'xiao'ka'bi'shou'de'ya 小卡比兽的牙
'xiao'ke'zhong 小颗种
'xiao'la'da 小拉达
'xiao'la'da'de'tang'guo 小拉达的糖果
'xiao'la'jiao 小辣椒
'xiao'lian'yi'bu'san'ming'zhi'qian 笑脸伊布三明治签
'xiao'mao'guai 小猫怪
'xiao'mao'guai'de'ya 小猫怪的牙
'xiao'mo'gu 小蘑菇
'xiao'mu'ling 小木灵
'xiao'mu'ling'de'zhi'tiao 小木灵的枝条
'xiao'qi 小祈
'xiao'qiu'fei'yu 小球飞鱼
'xiao'quan'shi 小拳石
'xiao'quan'shi'de'sui'pian 小拳石的碎片
'xiao'quan'shi'de'tang'guo 小拳石的糖果
'xiao'ren 孝人
'xiao'shan'zhu 小山猪
'xiao'shan'zhu'de'mao 小山猪的毛
'xiao'shi'shi 小狮狮
'xiao'shi'shi'de'zong'mao 小狮狮的鬃毛
'xiao'shi'tou 小石头
'xiao'sui'zuan 小碎钻
'xiao'sui'zuan'de'bao'shi 小碎钻的宝石
'xiao'tan'zai 小炭仔
'xiao'tan'zai'de'mei'tan 小炭仔的煤炭
'xiao'tou 小偷
'xiao'xian'nai 小仙奶
'xiao'xian'nai'de'nai'you 小仙奶的奶油
'xiao'xiang'jiang'zhang 肖像奖章
'xiao'xiao'hua'shu 小小花束
'xiao'xiao'xiang 小小象
'xiao'xiao'xiang'de'zhua'zi 小小象的爪子
'xiao'xing'yun 小幸运
'xiao'yi 小翊
'xiao'yuan'qiu 校园球
'xiao'yuan'shui'bei 校园水杯
'xiao'yuan'shui'hu 校园水壶
'xiao'yuan'yi'zi 校园椅子
'xiao'yuan'zhuo'jin 校园桌巾
'xiao'yue'ke 小约克
'xiao'yun'xing 小陨星
'xiao'yun'xing'de'ke 小陨星的壳
'xiao'zhang 嚣张
'xiao'zhi'ban'jia'he'ren'wa 小智版甲贺忍蛙
'xiao'zhong 小种
'xiao'zhu'sun 小竹笋
'xiao'zui'wo 小嘴蜗
'xie'dai'chi'you'wu 携带持有物
'xie'du'suo'lian 邪毒锁链
'xie'fen 泄愤
'xie'lu 榭露
'xie'mi 谢米
'xie'qian'chui 蟹钳锤
'xie'sheng 写生
'xie'shi 楔石
'xie'ta'shi'de 鞋踏实地
'xin'bian'fu 心蝙蝠
'xin'hao'guang'shu 信号光束
'xin'ka'fei 新咖啡
'xin'lin'bao 心鳞宝
'xin'lin'bao'de'lin'pian 心鳞宝的鳞片
'xin'ling'gan'ying 心灵感应
'xin'ling'hu'huan 心灵互换
'xin'ling'tang'guo 心灵糖果
'xin'ling'xiang'cao 心灵香草
'xin'qing'bu'ding 心情不定
'xin'shan'yan'dui 新闪焰队
'xin'shi'niao 信使鸟
'xin'shi'niao'de'xing'li 信使鸟的行李
'xin'tiao'jiang'zhang 心跳奖章
'xin'xing'tian'dian 心形甜点
'xin'xing'xun'lian'jia 新星训练家
'xin'xing'zao'xing 心形造型
'xin'yan 心眼
'xin'ye'miao 新叶喵
'xin'yue'qi'dao 新月祈祷
'xin'yue'wu 新月舞
'xin'yue'zhi'yu 新月之羽
'xin'zhi'lin'pian 心之鳞片
'xin'zhi'shi'ban 心之石板
'xin'zhi'shui'di 心之水滴
'xin'zhi'yan 心之眼
'xing'fu'dan 幸福蛋
'xing'fu'lang'jie 幸福廊街
'xing'fu'zhi'zheng 幸福之证
'xing'jing'tai'jing'sui'kuai 星晶太晶碎块
'xing'jing'xing'tai 星晶形态
'xing'shi'mo'shi 行驶模式
'xing'sui 星碎
'xing'tao'guo 星桃果
'xing'xing'sha'zi 星星沙子
'xing'xing'sui'pian 星星碎片
'xing'xing'tang'shi 星星糖饰
'xing'xing'zao'xing 星形造型
'xing'yun'cao'tang'shi 幸运草糖饰
'xing'yun'dan 幸运蛋
'xing'yun'xun'xiang 幸运薰香
'xing'yun'zhou'yu 幸运咒语
'xing'zai'guo 杏仔果
'xiong'bao'bao 熊宝宝
'xiong'bao'bao'de'zhua'zi 熊宝宝的爪子
'xiong'er 雄二
'xiong'han'zhi'zheng 凶悍之证
'xiong'tu'di 熊徒弟
'xiong'tu'di'de'dian'xin 熊徒弟的点心
'xiong'wei'ya 雄伟牙
'xiong'xing'de'yang'zi 雄性的样子
'xiong'xiong'huo'bao 熊熊火爆
'xiu'chang'zhi'jiao 修长之角
'xiu'jian 秀简
'xiu'jian'lao'jiang 修建老匠
'xiu'li 秀莉
'xiu'li'shi'da'jiu'dian 秀丽世大酒店
'xiu'mu'yao 朽木妖
'xiu'shi 修史
'xiu'shi'zu 锈蚀组
'xiu'shi'zu'shi'wu'suo 锈蚀组事务所
'xiu'xi 修西
'xiu'xing'jiang'zhang 修行奖章
'xu'dian 蓄电
'xu'dian'chi 蓄电池
'xu'du 蓿杜
'xu'ke'zheng 许可证
'xu'li 蓄力
'xu'neng'yan'xi 蓄能焰袭
'xu'ri'ka'fei'guan 旭日咖啡馆
'xu'wu'yi'de 虚吾伊德
'xu'yuan'jiang'zhang 许愿奖章
'xu'yuan'xing 许愿星
'xu'yuan'xing'kuai 许愿星块
'xu'yuan'xing'sui'pian 许愿星碎片
'xu'zhang'sheng'shi 虚张声势
'xuan'feng 炫风
'xuan'feng'dao 旋风刀
'xuan'xiang 萱湘
'xuan'yao 轩尧
'xuan'ze'ke'shi'yong'de'zhao'shi 选择可使用的招式
'xuan'zhuan'luo'tuo'mu 旋转洛托姆
'xue'bao'ma 雪暴马
'xue'bao'ma'de'dian'xin 雪暴马的点心
'xue'beng 雪崩
'xue'guo'hua'wen 雪国花纹
'xue'hui'xin'zhao'shi'hou 学会新招式后
'xue'jing 雪景
'xue'li'guai 雪笠怪
'xue'li'guai'de'guo'shi 雪笠怪的果实
'xue'mao 雪矛
'xue'nai 雪乃
'xue'qiu 雪球
'xue'rong'e 雪绒蛾
'xue'sheng 学生
'xue'tong 学童
'xue'tong'zi 雪童子
'xue'tong'zi'de'mao 雪童子的毛
'xue'tun'chong 雪吞虫
'xue'tun'chong'de'si 雪吞虫的丝
'xue'wan 雪丸
'xue'xi 学熙
'xue'xi'zhuang'zhi 学习装置
'xue'yao'nv 雪妖女
'xue'yao'nv'jin'hua'shi 雪妖女进化石
'xue'yin 雪隐
'xue'yuan'hua'wen 雪原花纹
'xue'yue 血月
'xue'yun'de'yang'zi 雪云的样子
'xue'zhi'zhen'bao 雪之镇宝
'xun'bao'lie'ren 寻宝猎人
'xun'lei 迅雷
'xun'lian'jia 训练家
'xun'long'shi 驯龙师
'xun'wen'you'jian 询问邮件
'xun'zi'li'ren 迅子利刃
'ya'bao'bao 鸭宝宝
'ya'bao'bao'de'yu'mao 鸭宝宝的羽毛
'ya'gu'la 亚古拉
'ya'jin'sha 亚津沙
'ya'kai'guo 亚开果
'ya'ke'nuo'mu 亚克诺姆
'ya'ke'nuo'mu'zhi'ya 亚克诺姆之牙
'ya'kong'lie'zhan 亚空裂斩
'ya'lei'ke'xi 亚雷克西
'ya'mei 亚美
'ya'ni'ke 亚尼克
'ya'po'gan 压迫感
'ya'qi'mu 亚齐姆
'ya'sha'mei 亚莎美
'ya'ya 牙牙
'ya'ya'de'lin'pian 牙牙的鳞片
'ya'yi 芽衣
'ya'you'mei 亚由美
'ya'zhe 雅着
'ya'zui'bao'bao 鸭嘴宝宝
'ya'zui'bao'bao'de'mao 鸭嘴宝宝的毛
'ya'zui'huo'shou 鸭嘴火兽
'ya'zui'huo'shou'de'tang'guo 鸭嘴火兽的糖果
'ya'zui'yan'shou 鸭嘴炎兽
'ya'zui'yan'shou'san'ming'zhi'qian 鸭嘴炎兽三明治签
'yan'bai'qiu'lei'mu 焰白酋雷姆
'yan'beng 岩崩
'yan'chu'li'fu 演出礼服
'yan'chu'li'qun 演出礼裙
'yan'dan 烟弹
'yan'di 炎帝
'yan'di'de'dian'xin 炎帝的点心
'yan'dian'ju'xie 岩殿居蟹
'yan'fan 燕返
'yan'fu 岩斧
'yan'gou'gou 岩狗狗
'yan'gou'gou'de'yan'shi 岩狗狗的岩石
'yan'hou 延后
'yan'hou'xi 焰后蜥
'yan'hua'zhu'qing'san'ming'zhi'qian 烟花祝庆三明治签
'yan'hui'ting 宴会厅
'yan'jiu'yuan 研究员
'yan'mu 烟幕
'yan'pin'xing'tai 赝品形态
'yan're'miao 炎热喵
'yan'shi 岩石
'yan'shi'bao 盐石宝
'yan'shi'bao'de'yan 盐石宝的盐
'yan'shi'bao'ji 岩石爆击
'yan'shi'bao'shi 岩石宝石
'yan'shi'cun'chu'die 岩石存储碟
'yan'shi'da'mo 岩石打磨
'yan'shi'feng'suo 岩石封锁
'yan'shi'ju'ling 盐石巨灵
'yan'shi'lei 盐石垒
'yan'shi'pao 岩石炮
'yan'shi'shi'ban 岩石石板
'yan'shi'tai'jing'sui'kuai 岩石太晶碎块
'yan'shi'xun'xiang 岩石薰香
'yan'shui 盐水
'yan'tu'er 炎兔儿
'yan'wu'qiu 烟雾球
'yan'wu'wang 炎武王
'yan'wu'wang'jin'hua'shi 炎武王进化石
'yan'xun'wei'ba 烟熏尾巴
'yan'xun'yu'pian 烟熏鱼片
'yan'yan 盐腌
'yan'yu 烟芋
'yang'chun'feng'bao 阳春风暴
'yang'cong'pian 洋葱片
'yang'gong 佯攻
'yang'qi 洋琪
'yang'san'san'ming'zhi'qian 阳伞三明治签
'yang'sha 扬沙
'yao'bao 腰包
'yao'guai'shi'ban 妖怪石板
'yao'hai'gong'ji 要害攻击
'yao'hai'song'lu 要害松露
'yao'huang'wu 摇晃舞
'yao'huo'hong'hu 妖火红狐
'yao'huo'hong'hu'jin'hua'shi 妖火红狐进化石
'yao'jing 妖精
'yao'jing 瑶晶
'yao'jing'bao'shi 妖精宝石
'yao'jing'cun'chu'die 妖精存储碟
'yao'jing'pi'fu 妖精皮肤
'yao'jing'qi'chang 妖精气场
'yao'jing'shi'ban 妖精石板
'yao'jing'tai'jing'sui'kuai 妖精太晶碎块
'yao'jing'zhi'feng 妖精之风
'yao'jing'zhi'suo 妖精之锁
'yao'jing'zhi'yu 妖精之羽
'yao'lan'bai'he 摇篮百合
'yao'mu'guo 腰木果
'yao'qing'you'jian 邀请邮件
'yao'quan'er 钥圈儿
'yao'quan'er'de'yao'shi 钥圈儿的钥匙
'yao'shi 杳实
'yao'shi 钥石
'yao'shi'ka 钥匙卡
'yao'sui 咬碎
'yao'wei'ba 摇尾巴
'yao'yao'gui 咬咬龟
'yao'yao'gui'de'zhua'zi 咬咬龟的爪子
'yao'yuan'de'di'fang 遥远的地方
'yao'yuan'de'tu'di 遥远的土地
'yao'zhu 咬住
'ye'can 野餐
'ye'can'zu'he 野餐组合
'ye'dan'shu 椰蛋树
'ye'dao'huo'xi 夜盗火蜥
'ye'dao'huo'xi'de'qi'ti 夜盗火蜥的气体
'ye'lv'bao'zhen 叶绿爆震
'ye'lv'su 叶绿素
'ye'man'lu'yu 野蛮鲈鱼
'ye'man'lu'yu'de'ya 野蛮鲈鱼的牙
'ye'mei'tang'shi 野莓糖饰
'ye'mu'guo 椰木果
'ye'nai 椰奶
'ye'ren 叶刃
'ye'sheng'de'yang'zi 野生的样子
'ye'sheng'te'qu 野生特区
'ye'xing'zhi'li 野性之力
'ye'xun'ling 夜巡灵
'ye'xun'ling'de'sui'pian 夜巡灵的碎片
'ye'yi'bu 叶伊布
'ye'zhi'shi 叶之石
'ye'zi'fang'shou 叶子防守
'yi'ban 一般
'yi'ban'bao'shi 一般宝石
'yi'ban'pi'fu 一般皮肤
'yi'ban'tai'jing'sui'kuai 一般太晶碎块
'yi'bian'de'er'huan 一边的耳环
'yi'bu 伊布
'yi'bu'de'mao 伊布的毛
'yi'bu'de'tang'guo 伊布的糖果
'yi'bu'san'ming'zhi'qian 伊布三明治签
'yi'bu'shui'bei 伊布水杯
'yi'ci'yuan'dong 异次元洞
'yi'ci'yuan'meng'gong 异次元猛攻
'yi'dong'di'dian 移动地点
'yi'dong'di'dian'de'zhu'yi'shi'xiang 移动地点的注意事项
'yi'dui'shu 一对鼠
'yi'dui'shu'de'mao 一对鼠的毛
'yi'feng 伊冯
'yi'hua'jie'mu 移花接木
'yi'ji'liu 一击流
'yi'jia'shu 一家鼠
'yi'kou'dao'dan 一口导弹
'yi'kou'tun'de'yang'zi 一口吞的样子
'yi'li 毅力
'yi'liu 伊琉
'yi'nian'tou'chui 意念头锤
'yi'nian'yi'wu 意念移物
'yi'ou'dan 依欧丹
'yi'ou'lu'pu 以欧路普
'yi'pei'er'ta'er 伊裴尔塔尔
'yi'pin 逸品
'yi'qi'guo 异奇果
'yi'shi'wu 遗失物
'yi'shou'ti'sheng 异兽提升
'yi'shu'jia 艺术家
'yi'si'te 依丝特
'yi'wang'wu 遗忘物
'yi'wu'xiang 衣物箱
'yi'xing'yi'yi 一猩一意
