'a'gan'hui 阿甘回
'fu'mo'nu'tao 伏魔怒涛
'fu'mo'zhang 伏魔杖
'fu'niao'an'mie 符鸟暗灭
'fu'niao'zhuo'shao 符鸟灼烧
'fu'ou 浮沤
'fu'pi 斧劈
'fu'pu 伏瀑
'fu'qing'tian 负青天
'fu'rong'bing'di 芙蓉并蒂
'fu'sang 扶桑
'fu'she'chu'dong 蝮蛇出洞
'fu'she'du'yao 服蛇毒咬
'fu'she'xuan'feng 蝮蛇旋风
'fu'she'zhao'huan 蝮蛇召唤
'fu'shen 浮身
'fu'sheng 浮生
'fu'sheng'qing'mai'zhen 浮声清脉阵
'fu'sheng'qing'mai'zhen 浮生清迈阵
'fu'shi 腐蚀
'fu'shi'dian'xue 缚势点穴
'fu'shi'du 腐尸毒
'fu'shi'du'si'yao 腐尸毒撕咬
'fu'shi'gong 腐尸功
'fu'shi'gong 腐蚀功
'fu'shu 伏疏
'fu'tian'ya 付天涯
'fu'wei 伏位
'fu'wei 扶危
'fu'wo'bu'cheng 俯卧不撑
'fu'wo'cheng 俯卧撑
'fu'xin'yue'hu 拂心月狐
'fu'xing 福星
'fu'xiu'qi'xi 腐朽气息
'fu'xue 覆血
'fu'xue'kuang'luan'chuan'ci 腐血狂乱穿刺
'fu'xue'zhan 覆血斩
'fu'ya'yao 腐牙咬
'fu'yao 复爻
'fu'yao 敷药
'fu'yao 服药
'fu'yao'zhi'shang 扶摇直上
'fu'yi 蝠翼
'fu'yi'shan'dong 蝠翼扇动
'fu'yin 负阴
'fu'ying 拂樱
'fu'ying'huan'nian 浮影幻念
'fu'you'cao 复幽草
'fu'you'tian'di 浮游天地
'fu'you'tian'di'luo'di 浮游天地落地
'fu'yun 浮云
'fu'yun'jian 浮云剑
'fu'yun'na'fu'yun 浮云呐浮云
'fu'zhen 扶阵
'fu'zhen'xiong'tu 俯阵熊突
'fu'zheng 复征
'fu'zheng 斧政
'fu'zhong 负重
'fu'zhou 符咒
'fu'zhou 覆舟
'fu'zhu'xi 辅助系
'fu'zhui 斧坠
'fu'zuo 趺坐
'ga'ga 嘎嘎
'gai'liang'xing'shen'ji'lei 改良型神机雷
'gan'cao'mo'gu'cha 甘草蘑菇茶
'gan'fan 干饭
'gan'guo'rou'zhao 干锅肉爪
'gan'lin 甘霖
'gan'lin'xue'yu 甘霖血雨
'gan'lu'geng 甘露羹
'gan'ran'zhe'du'bao 感染者毒爆
'gan'ran'zhe'kuang'shi 感染者狂尸
'gan'ran'zhe'ying'shun 感染者影瞬
'gan'rao 干扰
'gan'shi'qu'zhong 感时曲终
'gan'sui 甘遂
'gan'yang 赶羊
'gan'ye'yu 甘叶雨
'gan'yun'hao'qi'qiu 干云豪气球
'gan'ze 甘泽
'gan'ze'run'wu 甘泽润物
'gan'zhi 感知
'gang'dun'shun'fan 钢盾瞬返
'gang'feng 刚风
'gang'feng'biao'fa 罡风镖法
'gang'feng'dao'fa 罡风刀法
'gang'feng'xuan'ji 罡风玄机
'gang'feng'zhao'ying 罡风爪影
'gang'li 刚力
'gang'long'qi'shi 钢龙气势
'gang'po'quan 钢破拳
'gang'zhen 刚震
'gao'ao 高傲
'gao'bie 告别
'gao'cheng 高城
'gao'ji'tan'zou 高级弹奏
'gao'kong'zhui'ji 高空坠击
'gao're 高热
'gao'shan'liu'shui 高山流水
'gao'su'lian'she 高速连射
'gao'su'qie'ge 高速切割
'gao'wen 高温
'gao'wen'zhuo'shao 高温灼烧
'ge'dang 格挡
'ge'dang'fan'ji 格挡反击
'ge'duo'lan'mo'xian'ren'zhang 歌朵兰漠仙人掌
'ge'hou 割喉
'ge'jin'ying'sheng 歌尽影生
'ge'ju'qin'gong 割据秦宫
'ge'ju'qin'gong'lie'chen'shi 割据秦宫裂尘式
'ge'ju'qin'gong'pi'lei'shi 割据秦宫劈雷式
'ge'ju'qin'gong'tiao'kong'shi 割据秦宫挑空式
'ge'kong'qu'wu 隔空取物
'ge'lie 割裂
'ge'mao 戈矛
'ge'mi 割蜜
'ge'qian'qian'bei'yong 葛芊芊备用
'ge'shang 割伤
'ge'wu'sheng'ping 歌舞升平
'ge'xing'zou'lu 个性走路
'gei'wo'hua 给我花
'gei'wo'yao 给我摇
'gen'jue 亘绝
'gen'shan'zhang 艮山掌
'gen'shan'zhang'er'shi 艮山掌二式
'gen'shan'zhang'yi'shi 艮山掌一式
'gen'sui 跟随
'gen'sui'gong'ji 跟随攻击
'gen'sui'hou 跟随后
'gen'sui'qian 跟随前
'gen'sui'zhong 跟随中
'gen'tian 亘天
'geng'di'kang'jin'long 更递亢金龙
'geng'du'jin'gu 庚毒筋固
'geng'du'wu'gong 庚毒蜈蚣
'geng'du'zhi'zhu 庚毒蜘蛛
'gong'bing'jian'shi 弓兵箭矢
'gong'cang'mang 共苍茫
'gong'chao'sheng 共潮生
'gong'chao'sheng'hai'xiao'yi 共潮生海小一
'gong'di 拱地
'gong'di'lei 拱地雷
'gong'feng'heng'sao 工蜂横扫
'gong'fu 功夫
'gong'gong'gong 拱拱拱
'gong'he'xin'chun 恭贺新春
'gong'ji 共济
'gong'ji 拱击
'gong'ji 攻击
'gong'ji'chuan'ci 攻击穿刺
'gong'ji'chuan'tou 攻击穿透
'gong'ji'hui'xin 攻击会心
'gong'ji'pian'ye'fei'yang 攻击片叶飞扬
'gong'ji'ruo'feng 攻击弱风
'gong'ji'yang 攻击阳
'gong'ji'yin 攻击阴
'gong'ji'zhui'zhan 攻击追斩
'gong'ji'zi'tai 攻击姿态
'gong'jia'qing'yuan 共驾情缘
'gong'ju'tou'zhi 工具投掷
'gong'jun'ling 弓军令
'gong'ming 共鸣
'gong'qi 共栖
'gong'qi'bu'bei 攻其不备
'gong'qi'wu'bei 攻其无备
'gong'shen'bing 宫神兵
'gong'shen'wei'zheng'gui'zi 躬身为争跪姿
'gong'shi 弓矢
'gong'shou 拱手
'gong'wan'tang 贡丸汤
'gong'xi'fa'cai 恭喜发财
'gong'yao 拱咬
'gong'yong'gong'ji 弓俑攻击
'gong'zui 共醉
'gong'zui'guan'ti 共醉贯体
'gou'gou'de'fen'nu 狗狗的愤怒
'gou'hou'qian'de'li'ji'si 勾厚芡的里脊丝
'gou'hun 勾魂
'gou'hun'duo'po 勾魂夺魄
'gou'hun'suo'po 勾魂索魄
'gou'hun'xue'chi 勾魂血池
'gou'qi'shou'rou 枸杞瘦肉
'gou'qiu 勾球
'gou'suo 钩锁
'gou'wen 钩吻
'gou'wen'duan'chang 钩吻断肠
'gou'xian 勾线
'gou'xian'ling'ying 勾线伶影
'gou'yu'sui'xing 勾玉碎星
'gou'zhao 钩爪
'gu'ao'zhan'qi 孤傲战鳍
'gu'bang'hui'sao 骨棒挥扫
'gu'ben 固本
'gu'bu 顾步
'gu'chan'du'shui 古蝉毒水
'gu'chang 故长
'gu'chen 古尘
'gu'chong'han'di 蛊虫撼地
'gu'chong'kuang'bao 蛊虫狂暴
'gu'chong'xian'ji 蛊虫献祭
'gu'chong'xian'ji'guan'ti 蛊虫献祭贯体
'gu'ci 骨刺
'gu'dao 古道
'gu'dao'guan'ti 古道贯体
'gu'diao'du'tan 古调独弹
'gu'dong 鼓动
'gu'du 蛊毒
'gu'du'bao'fa 蛊毒爆发
'gu'du'chong'ji 蛊毒冲击
'gu'du'fen'chen 蛊毒粉尘
'gu'du'san 蛊毒散
'gu'du'xie'zhen 蛊毒邪阵
'gu'du'zhao'huan 蛊毒召唤
'gu'du'zhong'ji 蛊毒重击
'gu'duan'jin'zhe 骨断筋折
'gu'fa 固法
'gu'fang 孤芳
'gu'feng 谷风
'gu'feng'jue 孤锋诀
'gu'feng'po'lang 孤锋破浪
'gu'feng'sa'ta 孤风飒踏
'gu'guan 鼓关
'gu'hun'suo 孤魂锁
'gu'huo 蛊惑
'gu'huo'zhong'sheng 蛊惑众生
'gu'jian 孤剑
'gu'jian'jian'zhen 古剑剑震
'gu'jie'mie'shi 蛊劫灭世
'gu'lang'zhi'nu 孤狼之怒
'gu'lao 骨牢
'gu'li 鼓励
'gu'ling 固灵
'gu'ling'jing'guai 古灵精怪
'gu'lu 孤路
'gu'luan 孤鸾
'gu'meng 蛊梦
'gu'mian 孤眠
'gu'miao 顾渺
'gu'mie'jie 蛊灭劫
'gu'ming 孤名
'gu'mo 孤漠
'gu'mu'qing'tian 古木擎天
'gu'pian'san'she 骨片散射
'gu'ren 谷人
'gu'ren'gang'feng 骨刃罡风
'gu'ren'yuan'wu 骨刃圆舞
'gu'sheng 鼓声
'gu'shu'er'wan 古舒尔万
'gu'sui'tu'du 骨髓荼毒
'gu'wang'du'bao 蛊王毒爆
'gu'wang'fei'shuang'man 孤望飞霜满
'gu'wu 鼓舞
'gu'xin 蛊心
'gu'xin'mei'zhi 蛊心魅智
'gu'xin'yue'hu 罟心月狐
'gu'xue'shu'song 蛊血输送
'gu'yan'li 孤雁唳
'gu'ying 蛊影
'gu'ying'hua'shuang 孤影化双
'gu'ying'hua'shuang'hui 孤影化双回
'gu'ying'xuan'yi 孤影玄翼
'gu'you 故幽
'gu'yu 谷雨
'gu'yue'wu'xin 孤月无心
'gu'zhang 鼓掌
'gu'zhang'zan'xu 鼓掌赞许
'gu'zheng 古筝
'gu'zhu'yi'zhi 孤注一掷
'gu'zhua 骨爪
'gu'zhua'qian'yin 骨爪牵引
'gua'ai 挂碍
'gua'fen'yin'yang 卦分阴阳
'gua'gua'kong'tou 呱呱空投
'gua'gua'tu'xi 呱呱吐息
'gua'gua'tun'shi 呱呱吞噬
'gua'he 寡合
'gua'jin'dui 卦劲兑
'gua'jin'gen 卦劲艮
'gua'jin'kan 卦劲坎
'gua'jin'kun 卦劲坤
'gua'jin'li 卦劲离
'gua'jin'qian 卦劲乾
'gua'jin'xun 卦劲巽
'gua'jin'zhen 卦劲震
'gua'xiang'huo'li 卦象火离
'gua'xiang'shui'kan 卦象水坎
'gua'yu 挂雨
'gua'yu'bian'tian 卦预变天
'guai'li'meng'zhen 怪力猛震
'guai'mang'fan'shen 怪蟒翻身
'guan'bi'ce'shi 关闭侧视
'guan'bi'lian'nu 关闭连弩
'guan'bi'te'shu'biao'xian'xiao'guo 关闭特殊表现效果
'guan'bi'zhi'bo 关闭直播
'guan'cha 观察
'guan'chong'jian 关冲剑
'guan'chuan 贯穿
'guan'feng 贯风
'guan'feng'xun'xi 观风寻隙
'guan'feng'zhen 贯风阵
'guan'hou 贯侯
'guan'lu 观露
'guan'men 关门
'guan'mo'zhan 贯魔斩
'guan'mu'liu'hua 贯木流华
'guan'pu'dui'yin 观瀑对饮
'guan'pu'xi'xi 观瀑嬉戏
'guan'qi 贯气
'guan'shan'pi 贯山劈
'guan'shan'yue 关山月
'guan'she 贯射
'guan'suo 关锁
'guan'tang'bao'zi 灌汤包子
'guan'ti'chong'ji 贯体冲击
'guan'ti'jian 贯体箭
'guan'ti'jian'ge'dang 贯体箭格挡
'guan'ti'jian'po 贯体箭破
'guan'tian'ji 贯天极
'guan'tian'qiong 贯天穹
'guan'ting 贯霆
'guan'tong 贯通
'guan'tong'chuan'ci 贯通穿刺
'guan'xia 观瑕
'guan'xin 观衅
'guan'xin'pao 贯心炮
'guan'xing 观星
'guan'yi 贯颐
'guan'yin'zhou 观音咒
'guan'yu 灌羽
'guan'zhu 贯珠
'guan'zhu'jing'xue 灌注精血
'guang'er'gao'zhi 广而告之
'guang'fen 光焚
'guang'ling'qing'yin 广陵清音
'guang'ling'yue 广陵月
'guang'ming'xiang 光明相
'guang'ming'xiang'guan'ti 光明相贯体
'guang'ming'xin 光明心
'guang'ming'xin'guan'ti 光明心贯体
'guang'ming'yu'he 光明愈合
'guang'ming'zhi'li 光明之力
'guang'ming'zhong 光明众
'guang'ren 光刃
'guang'ya 广雅
'guang'yin'hui'sheng 光印回生
'guang'ying 光影
'gui'ba'tian'xia 龟霸天下
'gui'ben 归本
'gui'bu 鬼步
'gui'chao 归巢
'gui'chao'chang'sheng'fa 归潮长生法
'gui'chao'chang'sheng'fa'zhen'yin'qi'gong 归潮长生法真阴气功
'gui'chong'xie'du 鬼虫邪毒
'gui'chou 归筹
'gui'dao'da'ji 轨道打击
'gui'dao'xuan'ting 轨道悬停
'gui'dun 鬼遁
'gui'fu'shen'gong 鬼斧神工
'gui'hai'yi'dao'chuan'tou 归海一刀穿透
'gui'han 归酣
'gui'heng 归衡
'gui'hong 归鸿
'gui'hua'gao 桂花糕
'gui'hua'jiu'niang'wan'zi'zong 桂花酒酿丸子粽
'gui'huan'zhan 鬼环斩
'gui'hun 归魂
'gui'huo 鬼火
'gui'huo'mi'zhen 鬼火迷阵
'gui'ji'dao 归寂道
'gui'ji'wu'xi 归寂无息
'gui'jia'fan'ji 龟甲反击
'gui'jian 归剑
'gui'jian 诡剑
'gui'jian'du 诡剑毒
'gui'jian'ming'wei 诡鉴冥微
'gui'jiao'mu'jiao 晷角木蛟
'gui'jue'du'jian 诡谲毒箭
'gui'lan 归岚
'gui'mei'shen'xing 鬼魅神行
'gui'men'yin'zhen 鬼门银针
'gui'men'zhen 鬼门针
'gui'mian'mai'fu 诡面埋伏
'gui'mian'mai'fu'wei 诡面埋伏伪
'gui'ping'ye 归平野
'gui'ping'ye'er 归平野二
'gui'ping'ye'yi 归平野一
'gui'po 鬼破
'gui'qing 鬼卿
'gui'qu'lai'gun 归去来棍
'gui'ren 归刃
'gui'sha 鬼杀
'gui'shen 鬼神
'gui'shen'fan'chen 归身返尘
'gui'shen'luan 鬼神乱
'gui'su 鬼宿
'gui'suo 龟缩
'gui'suo'jin'ke 龟缩进壳
'gui'ta'he'shan 龟踏河山
'gui'teng'jiu'tian 龟腾九天
'gui'ti 归啼
'gui'wei 归位
'gui'xi 鬼吸
'gui'xi 鬼袭
'gui'xi'chan 鬼吸缠
'gui'xing'kai'xue 鬼星开穴
'gui'xu'shi 归墟式
'gui'xu'shi'xu 归墟式蓄
'gui'xue'long'lin 归血龙麟
'gui'yan 规焉
'gui'yan 鬼炎
'gui'yan 鬼焰
'gui'yan'sao'wei 鬼眼扫尾
'gui'yan'yuan'ji 鬼眼怨激
'gui'ying'feng'shen'zhan 鬼影封神斩
'gui'ying'tian'sun'hai'zhen 鬼影天损海阵
'gui'ying'tian'sun'hai'zhen'jie 鬼影天损海阵结
'gui'yu 桂雨
'gui'yu 鬼玉
'gui'yuan 归元
'gui'yuan 归园
'gui'yuan'hu'ti 归元护体
'gui'yuan'jue 归元诀
'gui'yuan'jue'nei'li 归元诀内力
'gui'yun 晷运
'gui'zhan 鬼斩
'gui'zhao 晷照
'gui'zhi'yao 桂枝摇
'gui'zi 瑰姿
'gui'zi'yao 归字谣
'gui'zong 归宗
'gui'zuo 跪坐
'gun'a'gun 滚啊滚
'gun'bang'da'ji 棍棒打击
'gun'gun 滚滚
'gun'lai'gun'qu 滚来滚去
'gun'ping 棍屏
'gun'qi 棍气
'gun'shi 滚石
'gun'shi'nian'ya 滚石碾压
'gun'shi'zhao'lai 滚石召来
'gun'tang 滚烫
'gun'wu 棍舞
'gun'wu'feng'qing 棍舞风擎
'gun'yi'xia 滚一下
'gun'yin'cui'po 棍印摧破
'guo'bao'heng'sao 果报横扫
'guo'bao'shou'que 果报守缺
'guo'gan 果敢
'guo'lai'ba'ni 过来吧你
'guo'qiao'mi'xian 过桥米线
'guo're 过热
'guo'ren'cui'gu 果仁脆骨
'guo'ya 过涯
'guo'ya'guan'ti 过涯贯体
'hai'bi 海碧
'hai'bi 还壁
'hai'bi 还璧
'hai'chao'yong'dong 海潮涌动
'hai'dao'dao'fa 海盗刀法
'hai'gu'fu'qiu 骸骨腐球
'hai'hun'bao'fa 海魂爆发
'hai'hun'bo'dong 海魂波动
'hai'hun'gui'ti 还魂归体
'hai'hun'po 海魂破
'hai'hun'tu 海魂突
'hai'hun'zhen 海魂震
'hai'kou'gong'ji 海寇攻击
'hai'long 海龙
'hai'long'yu'jin 海龙御劲
'hai'long'zhao'lin'jian 海龙召临剑
'hai'ming'xin'fa'liao'shang 海鸣心法疗伤
'hai'ren'du'lang 骇人毒浪
'hai'ri 骇日
'hai'she'tou'qiang 海蛇投枪
'hai'she'tou'qiang'liu'xue 海蛇投枪流血
'hai'she'tou'qiang'xuan'wo 海蛇投枪旋涡
'hai'shen 还神
'hai'xiao'lie'kong 海啸裂空
'hai'xiao'shan'beng 海啸山崩
'hai'xiu 害羞
'hai'ying 还迎
'hai'you 海佑
'hai'yu 海隅
'hai'yun'nan'ming 海运南冥
'hai'zei'tou'zhi 海贼投掷
'han'bi 寒碧
'han'bing 寒冰
'han'bing'dong'sui 寒冰冻髓
'han'bing'feng'bao 寒冰风暴
'han'bing'jin'gu 寒冰禁锢
'han'bing'shou'li'jian 寒冰手里剑
'han'bing'sui'lie 寒冰碎裂
'han'bing'zhang 寒冰掌
'han'bing'zhen'qiang 寒冰针枪
'han'bing'zhi 寒冰指
'han'chan 寒蟾
'han'cui 涵萃
'han'dao'duan'tian'zhan 寒刀断天斩
'han'dao'jue'ming'zhan 寒刀绝命斩
'han'dao'po'tian'zhan 寒刀破天斩
'han'di 撼地
'han'di'sui'ji 撼地碎击
'han'du 寒毒
'han'feng 含风
'han'feng 寒风
'han'feng'po'yue 含锋破月
'han'feng'po'yue'jie'cao 含锋破月结草
'han'geng'xiao'jian 寒更晓箭
'han'guang'bing'qi 寒光冰气
'han'guang'jian'qi 寒光剑气
'han'guang'jie'hai 瀚光劫海
'han'guang'xuan 寒光旋
'han'hai'ba'xiao'ju'xing 瀚海八蛸钜星
'han'hai'ba'xiao'shan'xing 瀚海八蛸潸星
'han'hai'ba'xiao'wu'ren 瀚海八蛸无刃
'han'hai'ba'xiao'xiao'chu'meng'ji 瀚海八蛸蛸触猛击
'han'hai'ba'xiao'yuan'xing 瀚海八蛸渊星
'han'hai'jian'shi 寒海箭矢
'han'he'sheng'dong'quan 寒荷生冬泉
'han'hong 含弘
'han'jia 寒甲
'han'jiang'ye'yu 寒江夜雨
'han'jiu 寒酒
'han'jiu'zhou 撼九州
'han'jue'jian 寒绝剑
'han'lai 寒籁
'han'lei'bing'wu 寒雷冰雾
'han'lei'bing'wu'chuan'ci 寒雷冰雾穿刺
'han'lei'ning'xue'zhang 寒雷凝血掌
'han'lei'zhang 寒雷掌
'han'liu 寒流
'han'liu'sha'zang'gao'wen 撼流沙葬高温
'han'lu 寒露
'han'mo'feng'sha 瀚漠风沙
'han'mo'jian'shu 瀚漠箭术
'han'mo'qiang'fa 瀚漠枪法
'han'mo'qiang'ji 瀚漠枪击
'han'mo'wan'dao 瀚漠弯刀
'han'mo'yong'shi 翰墨永誓
'han'qi 寒气
'han'qi'bi'ren 寒气逼人
'han'qi'si'yi 寒气四溢
'han'qian'kun 撼乾坤
'han'qing 寒清
'han'ren'jiao'sha 寒刃绞杀
'han'ren'jiao'sha'di'er'shi 寒刃绞杀第二式
'han'ren'jiao'sha'di'yi'shi 寒刃绞杀第一式
'han'ren'lie'feng 寒刃烈风
'han'ren'xue'lian 寒刃血莲
'han'ren'you'shen 寒刃游身
'han'ru'lei 憾如雷
'han'ru'lei 撼如雷
'han'sha'zhi 含砂指
'han'shan 寒山
'han'shan'jian 寒山剑
'han'shan'lie 寒山裂
'han'sheng 寒笙
'han'shuang'jian'leng'guang'shan 寒霜剑冷光闪
'han'shuang'jian'qi 寒霜剑气
'han'shuang'jian'shuang'luo'zhan 寒霜剑霜落斩
'han'tian'dong'di 撼天动地
'han'tian'leng'yue 寒天冷月
'han'tian'liao'ya 寒天獠牙
'han'tian'lie'di 撼天裂地
'han'tian'zhen'di 撼天震地
'han'tie'fei'ren 寒铁飞刃
'han'tie'jue 寒铁诀
'han'tie'ren'bei'ci 寒铁刃背刺
'han'tu 寒土
'han'wa 撼瓦
'han'wei 捍卫
'han'xiang 寒香
'han'xiao'ban'bu'dian 含笑半步癫
'han'xiao'ban'bu'dian 含笑半步颠
'han'xiao'ban'bu'dian'shi'xin 含笑半步癫失心
'han'xiao'qian'jun 寒啸千军
'han'xie'ru'qin 寒邪入侵
'han'xing'zhu'ming 寒星逐命
'han'xue 寒血
'han'xue'xiang 寒雪香
'han'yao 寒耀
'han'yi 寒意
'han'yi 寒衣
'han'yu 寒语
'han'yu 寒雨
'han'yu'lie'pian 寒玉裂片
'han'yu'ru'sui 寒玉入髓
'han'yue 撼岳
'han'yue'yao 寒月耀
'han'yue'zhu'ming 寒月逐命
'han'zhang'ting'xiu'zhen 含章挺秀阵
'hao'can 好惨
'hao'dong'xi 好东西
'hao'fa'wu'yi 毫发无遗
'hao'fang'shi'xia'ke'hu'wei'pan'duan'ji'neng 号方氏侠客护卫判断技能
'hao'fang'shi'xia'ke'yuan'shou'ji'neng 号方氏侠客援手技能
'hao'gen'ju'deng'ji'du'tiao'shi'jian 号根据等级读条时间
'hao'guan'qia'bei'yong 号关卡备用
'hao'guan'qia'deng'ji 号关卡登机
'hao'guan'qia'mie'huo'dan 号关卡灭火弹
'hao'huo'pao 豪火炮
'hao'jiang'ji'ku'qiang'hua'ju'lei'hua'chi'zhou'mu'ji'neng 号姜集苦强化聚雷化池咒母技能
'hao'jiao 号角
'hao'jiao 嚎叫
'hao'kong 昊空
'hao'kong 皓空
'hao'kong'guan'ti 皓空贯体
'hao'kun'a 好困啊
'hao'li'tan'ying'long'hui'fu 号李倓影龙回复
'hao'li'xi'jiao'wu'qian'kun'huan'xing'shang'hai 号李系蛟舞乾坤环形伤害
'hao'li'xi'jiao'wu'qian'kun'ju'xing'shang'hai 号李系蛟舞乾坤矩形伤害
'hao'li'xi'jiao'wu'qian'kun'yuan'xing'shang'hai 号李系蛟舞乾坤圆形伤害
'hao'lian'wang'yue 皓莲望月
'hao'ling 号令
'hao'ling'di'wang 号令帝王
'hao'ling'hong'chen 号令红尘
'hao'ling'san'jun 号令三军
'hao'ling'zhi'qi 号令之旗
'hao'liu'fei'jun'wen'qing 号柳绯君问情
'hao'luo'fen'li'zhua'meng'ci'shang'hai'mu'ji'neng 号罗芬利爪猛刺伤害母技能
'hao'nei 耗内
'hao'po 豪魄
'hao'qi 好奇
'hao'qi'jian'kong 豪气剑空
'hao'qi'jing'ti 好奇警惕
'hao'qing 豪情
'hao'qiu'tang 好逑汤
'hao'ran'jian 浩然剑
'hao'shao 好烧
'hao'shou'ru'shan 豪守如山
'hao'shui'zhi'zhong 号水之种
'hao'xiao'guai'yao'shi'hua'jian'ce 号小怪钥匙花检测
'hao'xue'gu'chao'xin'gui'feng'pen'tu 号血蛊巢心鬼蜂喷吐
'hao'xue'gu'chao'xin'qiang'hua'du'wu 号血蛊巢心强化毒雾
'hao'yan'xiang'quan 好言相劝
'hao'yang 好痒
'hao'yi'ma'mu'yong'ran'zhi'huo'nei'quan 号伊玛目永燃之火内圈
'hao'yue 皓月
'hao'yue'gong 皓月功
'hao'yue'yu'tu 皓月玉兔
'hao'yun 豪运
'hao'zhen 毫针
'hao'zhen'cang'rong 毫针苍荣
'hao'zhen'guan'ti 毫针贯体
'hao'zhong 号钟
'hao'zhou'zhi'lang'ya'jian'yu 号周贽狼牙箭雨
'he'bi'zhi'yi 合璧知意
'he'cha 喝茶
'he'deng 合灯
'he'ge 和歌
'he'guang 和光
'he'guang 赫光
'he'gui'gu'shan 鹤归孤山
'he'gui'gu'shan'shan'qing 鹤归孤山山倾
'he'hai'teng'yun 鹤海腾云
'he'han'xing 河汉星
'he'he'yao'zi 和合腰子
'he'jiu 喝酒
'he'luo 何罗
'he'ming 鹤鸣
'he'po'shi 阖破势
'he'qiao'yang'jian 河桥养箭
'he'qing'ji 阖轻击
'he'qing'ji'er'duan 阖轻击二段
'he'qing'ji'san'duan 阖轻击三段
'he'qing'ji'yi'duan 阖轻击一段
'he'quan 合拳
'he're'shui 喝热水
'he'shi 阖势
'he'shou'wu 何首乌
'he'shui'guo'cha 喝水果茶
'he'wei'xin'jian 何谓心剑
'he'wu 合吾
'he'wu 合舞
'he'xian'zong'zhang 和弦总章
'he'xu 合虚
'he'yi'kou 喝一口
'he'yi'zhen 鹤翼阵
'he'zhen 合真
'he'zhi 喝止
'he'zhong'ji 阖重击
'he'zong'lian'heng 合纵连横
'he'zong'lian'heng'zhong 合纵连横终
'hei'an'qin'xi 黑暗侵袭
'hei'an'zhi'li 黑暗之力
'hei'an'zhi'yu 黑暗治愈
'hei'bai'wu'chang 黑白无常
'hei'bai'wu'chang'qi'ji 黑白无常气急
'hei'ceng'ceng 黑蹭蹭
'hei'du 黑毒
'hei'du'zhu'huang'xie 黑毒诛皇蝎
'hei'e'nu'hou 黑恶怒吼
'hei'feng'bao 黑风暴
'hei'feng'fu'xue 黑风缚血
'hei'feng'gu'mi'wu 黑蜂蛊迷雾
'hei'feng'gu'mi'wu'chuan'ci 黑蜂蛊迷雾穿刺
'hei'feng'po'yan'zhan 黑风破岩斩
'hei'feng'zhang 黑风掌
'hei'hu'nu'xiao 黑虎怒啸
'hei'hu'tao'xin 黑虎掏心
'hei'hu'tao'xin'chen'xu'tong'ji 黑虎掏心趁虚痛击
'hei'hu'tou'xin 黑虎偷心
'hei'hu'zhen'shan 黑虎震山
'hei'huo'yao 黑火药
'hei'lin'yu 黑鳞雨
'hei'lin'yu'qin'shi 黑鳞雨侵蚀
'hei'ming'han'yu'sha 黑冥寒狱杀
'hei'ming'han'yu'sha'ti'jin 黑冥寒狱杀啼尽
'hei'ming'han'yu'sha'zhong'ming 黑冥寒狱杀终鸣
'hei'mo'qing'sa 黑墨倾洒
'hei'sha 黑煞
'hei'sha'bao 黑沙暴
'hei'sha'bao'fa 黑煞爆发
'hei'sha'bi'ri 黑沙蔽日
'hei'sha'lie'yang'dao 黑煞烈阳刀
'hei'sha'luo'tan'lang 黑煞落贪狼
'hei'sha'qian'yin 黑煞浅隐
'hei'sha'zhou 黑煞咒
'hei'tian'jin'gang'ling 黑天金刚铃
'hei'xin'sha'zhang 黑心煞掌
'hei'xing'wei'ji 黑星尾击
'hei'xiu'hei'xiu 黑咻黑咻
'hei'xue'feng'dun 黑血风遁
'hei'yan'lang'ya'xi 黑眼狼牙袭
'hei'yan'tan'lang'dao 黑眼贪狼刀
'hei'ying'shun'dao 黑影瞬刀
'hei'ying'tu'xi 黑鹰突袭
'hei'ying'xi'ren 黑影袭刃
'hei'you 黑油
'hei'you'you'de'mei'qiu 黑黝黝的煤球
'hei'yu 黑羽
'hei'yun'fan'mo 黑云翻墨
'hei'yun'gai'ding 黑云盖顶
'hen'di'wu'huan 恨地无环
'hen'guan'ji'gu 恨贯肌骨
'hen'ji'kong'duan'gu 恨击空断骨
'hen'wu'jian'di'yu 恨无间地狱
'hen'xian'de'sui'rou'tang'mian'jiao 很咸的碎肉烫面角
'hen'yi'gong'ji 恨意攻击
'heng'bian'tui 横鞭腿
'heng'da'shuang'ao 横打双獒
'heng'di 横笛
'heng'duan 横断
'heng'duan'qian'hou 横断前后
'heng'duan'shan'he 横断山河
'heng'duan'shan'he'er'shi 横断山河二式
'heng'ge'ping'chao 横戈平潮
'heng'ge'ping'chao'chao'yong 横戈平潮潮涌
'heng'ge'ping'chao'chuan'tou 横戈平潮穿透
'heng'ge'ping'chao'hui'ma'ti 横戈平潮回马踢
'heng'ge'ping'chao'kuang'nu 横戈平潮狂怒
'heng'ge'ping'chao'ta'lang 横戈平潮踏浪
'heng'ge'ping'chao'xi'wen 横戈平潮汐纹
'heng'guan'ba'fang 横贯八方
'heng'guan'ba'fang'zhong 横贯八方终
'heng'he'jie'sha 恒河劫沙
'heng'heng'jiang'jun 哼哼将军
'heng'hui 横挥
'heng'jian 横剑
'heng'jian'shu 横剑术
'heng'jue 横绝
'heng'jue'qi'jin 横绝气劲
'heng'jue'qi'jin'qi'ying 横绝气劲气盈
'heng'jue'qi'jin'yuan 横绝气劲源
